nom,genre,composantes,je_l_ai,je_l_avais,je_le_veux,j_adore,j_aime,bon,aime_pas,deteste,hiver,printemps,ete,autone,jour,nuit,women,men
Viride Orto Parisi for women and men,for women and men, - aromatic - fresh spicy - woody - herbal - fresh - musky, 37.5283%, 10.6198%, 51.8519%, 95.1009%, 100%, 30.2594%, 40.0576%, 4.32277%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
4711 Remix Cologne Urban Summer 2020 4711 for women and men,for women and men, - citrus - aromatic - green - white floral - fresh spicy - powdery - musky - sweet - aldehydic, 54.0984%, 9.5082%, 36.3934%, 67.3913%, 100%, 41.3043%, 15.2174%, 4.34783%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Waterways Spell Agarthi for women and men,for women and men, - green - mossy - citrus - aquatic - earthy - aromatic - fresh - woody - ozonic, 16.6667%, 0%, 83.3333%, 100%, 100%, 0%, 0%, 0%,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Blauer UN1T3D States Man Blauer for men,for men, - fresh spicy - woody - warm spicy - aromatic - balsamic - amber - citrus - lavender - powdery - white floral, 60%, 13.3333%, 26.6667%, 100%, 75%, 50%, 0%, 0%,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Shine Like A Night Blumarine for women,for women, - floral - tropical - citrus - vanilla - amber - lactonic - warm spicy - sweet, 40%, 9.52381%, 50.4762%, 20%, 100%, 13.3333%, 20%, 13.3333%,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Drunk Maple BORNTOSTANDOUT® for women and men,for women and men, - woody - sweet - warm spicy - rum - coffee - aromatic - vanilla - green - leather - balsamic, 6.50406%, 0.813008%, 92.6829%, 75%, 100%, 25%, 25%, 0%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mad Honey BORNTOSTANDOUT® for women and men,for women and men, - honey - sweet - vanilla - rose - amber - warm spicy - floral - rum - woody - patchouli, 13.3065%, 5.24194%, 81.4516%, 94.4444%, 100%, 77.7778%, 44.4444%, 27.7778%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Nanatopia BORNTOSTANDOUT® for women and men,for women and men, - sweet - rum - warm spicy - caramel - woody - fruity - fresh spicy - cinnamon - vanilla - tropical, 12.5654%, 5.75916%, 81.6754%, 80%, 100%, 85%, 35%, 65%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Amethyst Haze Carolina Herrera for women and men,for women and men, - warm spicy - lavender - aromatic - woody - coffee - vanilla - musky - balsamic - patchouli - fresh spicy, 26.9966%, 5.28684%, 67.7165%, 100%, 46.2366%, 31.1828%, 10.7527%, 3.22581%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Gold Myrrh Absolute Carolina Herrera for women and men,for women and men, - warm spicy - amber - sweet - vanilla - cacao - balsamic - soft spicy - fresh spicy - powdery - aromatic, 28.3927%, 6.54475%, 65.0626%, 100%, 50.4065%, 13.0081%, 9.7561%, 0.813008%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Fruit d'Amour Green Emanuel Ungaro for women,for women, - fruity - citrus - white floral - musky - fresh - green - powdery - sweet - fresh spicy, 30.8824%, 16.9118%, 52.2059%, 36.5385%, 100%, 19.2308%, 51.9231%, 3.84615%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Ungaro Love Emanuel Ungaro for women,for women, - vanilla - soft spicy - sweet - powdery, 24.7934%, 25.6198%, 49.5868%, 36.8421%, 100%, 21.0526%, 63.1579%, 5.26316%,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Ungaro Power Emanuel Ungaro for men,for men, - warm spicy - cinnamon, 34.6154%, 23.0769%, 42.3077%, 10%, 100%, 30%, 30%, 0%,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Rock Ermanno Scervino for women,for women, - citrus - floral - woody - powdery - amber - vanilla - fresh spicy - ozonic - white floral, 30.9524%, 9.52381%, 59.5238%, 27.2727%, 100%, 63.6364%, 54.5455%, 18.1818%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Preziosa Furla for women,for women, - rose - vanilla - balsamic - warm spicy - amber - leather - woody - powdery - musky - floral, 50.6667%, 13.6%, 35.7333%, 58.4615%, 100%, 33.8462%, 26.1538%, 4.61538%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Romantica Furla for women,for women, - floral - patchouli - woody - fresh - white floral - fruity - warm spicy - balsamic - aromatic - vanilla, 50%, 20.8333%, 29.1667%, 28.5714%, 100%, 46.4286%, 53.5714%, 0%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Blooming Rose Gianfranco Ferre for women,for women, - fruity - floral - rose - woody - sweet - citrus - white floral - soft spicy, 51.0121%, 21.4575%, 27.5304%, 28.0702%, 100%, 35.0877%, 29.8246%, 1.75439%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Figues & Agrumes Lancôme for women and men,for women and men, - fruity - white floral - sweet - citrus - fresh - woody, 42.1267%, 12.3765%, 45.4968%, 85.7868%, 100%, 24.3655%, 14.7208%, 1.01523%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Sondos Lattafa Perfumes for women and men,for women and men, - tuberose - vanilla - warm spicy - white floral - patchouli - floral - leather - citrus - woody - powdery, 47.3973%, 6.84932%, 45.7534%, 100%, 45.7143%, 40%, 8.57143%, 17.1429%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ray-Flection Masque Milano for women and men,for women and men, - aldehydic - yellow floral - powdery - beeswax - citrus - honey - warm spicy - animalic - musky - fresh, 40.9686%, 12.1728%, 46.8586%, 100%, 65.3543%, 29.9213%, 20.4724%, 7.08661%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Open Arms Nonfiction for women and men,for women and men, - citrus - fresh, 32.1429%, 3.57143%, 64.2857%, 80%, 40%, 100%, 0%, 40%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Bacchus Nysos Parfum for women and men,for women and men, - warm spicy - citrus - woody - white floral - floral - balsamic - aromatic - rose - patchouli - amber, 50%, 0%, 50%, 100%, 100%, 100%, 0%, 100%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bois & Or Pascal Morabito for men,for men, - woody - warm spicy - aromatic - animalic - amber - smoky - rose - metallic, 59.8485%, 6.06061%, 34.0909%, 100%, 78.9474%, 15.7895%, 26.3158%, 5.26316%,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
Agarbathi Penhaligon's for men,for men, - woody - amber - aromatic - fresh spicy - warm spicy - balsamic - smoky - citrus - powdery - leather, 34.3808%, 6.83919%, 58.78%, 100%, 97.0149%, 7.46269%, 25.3731%, 4.47761%,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
Paithani Penhaligon's for women,for women, - warm spicy - leather - fresh spicy - amber - woody - aromatic - lactonic - rose - animalic - smoky, 32.0713%, 10.6904%, 57.2383%, 89.4737%, 100%, 15.7895%, 28.0702%, 0%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Merveilleuse Saba Reine de Saba for women and men,for women and men, - aromatic - fresh spicy - citrus - woody - warm spicy - rose - green - floral, 33.3333%, 5.55556%, 61.1111%, 100%, 66.6667%, 0%, 33.3333%, 0%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rinascimento Salvatore Ferragamo for women and men,for women and men, - white floral - fresh spicy - woody - tuberose - aromatic - green - citrus - powdery - animalic - iris, 27.2277%, 3.46535%, 69.3069%, 100%, 61.5385%, 23.0769%, 7.69231%, 0%,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trussardi Ruby Red Trussardi for women,for women, - warm spicy - fruity - woody - patchouli - sweet - fresh - floral - powdery - citrus - balsamic, 39.3939%, 6.88705%, 53.719%, 37.5%, 100%, 58.3333%, 35.4167%, 10.4167%,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
8 Every Moment Abercrombie & Fitch for women,for women, - rose - sweet - musky - citrus - vanilla - aromatic - green - powdery - floral, 20%, 4%, 76%, 100%, 50%, 0%, 0%, 0%,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Cuir Curcuma Affinessence for women and men,for women and men, - warm spicy - leather - woody - amber - powdery - earthy - iris - balsamic - animalic, 40.747%, 7.30051%, 51.9525%, 100%, 60%, 17.3913%, 13.0435%, 0.869565%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Gingembre Latte Affinessence for women and men,for women and men, - warm spicy - fresh - citrus - fresh spicy - lactonic - aromatic - green - patchouli - herbal - soft spicy, 23.4875%, 3.55872%, 72.9537%, 93.1035%, 100%, 3.44828%, 17.2414%, 6.89655%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Santal Basmati Affinessence for women and men,for women and men, - woody - powdery - warm spicy - iris - savory - musky, 28.2198%, 6.81168%, 64.9685%, 100%, 85.9729%, 21.267%, 15.8371%, 2.71493%,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Beloved Man Amouage for men,for men, - aromatic - woody - warm spicy - fresh spicy - citrus - leather - balsamic - powdery - earthy - conifer, 48.286%, 15.5936%, 36.1204%, 100%, 88.4793%, 14.0553%, 25.8065%, 2.30415%,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Cristal & Gold Man Amouage for men,for men, - powdery - musky - animalic - woody - amber - aldehydic - white floral - warm spicy - floral - fresh, 16.0377%, 2.83019%, 81.1321%, 100%, 16.6667%, 8.33333%, 8.33333%, 16.6667%,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Cristal & Gold Woman Amouage for women,for women, - amber - citrus - powdery - musky - vanilla - white floral - animalic - fresh spicy - woody - aromatic, 11.4583%, 2.08333%, 86.4583%, 100%, 11.1111%, 0%, 0%, 11.1111%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Dia 40 Woman Amouage for women,for women, - aldehydic - fresh - floral - woody - powdery - iris - yellow floral - musky - rose - soapy, 18.6047%, 2.99003%, 78.4053%, 100%, 59.375%, 18.75%, 3.125%, 9.375%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Honour 43 Woman Amouage for women,for women, - white floral - tuberose - green - aromatic - floral - warm spicy - fresh - woody, 41.8243%, 5.7842%, 52.3916%, 100%, 44%, 13.6%, 13.6%, 1.6%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Honour Woman Amouage for women,for women, - white floral - green - tuberose - aromatic - animalic, 50.0043%, 18.2645%, 31.7312%, 97.1904%, 100%, 14.8803%, 33.6108%, 3.22581%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Patchouli Indulgence Avon for women and men,for women and men, - patchouli - rose - fresh spicy - woody - citrus - powdery - warm spicy - musky - amber - floral, 65.3434%, 17.0601%, 17.5966%, 41.6268%, 100%, 21.5311%, 17.2249%, 2.39234%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Velvet Tonka BDK Parfums for women and men,for women and men, - vanilla - sweet - almond - amber - nutty - fruity - woody - aromatic - tobacco - white floral, 33.453%, 8.90165%, 57.6454%, 100%, 73.2558%, 49.7674%, 50%, 14.186%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Villa Néroli BDK Parfums for women and men,for women and men, - citrus - white floral - woody - aromatic - amber - vanilla - musky - green - sweet - fresh, 28.619%, 7.98669%, 63.3943%, 100%, 96.5909%, 60.2273%, 22.7273%, 10.2273%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Let's Love Benetton for women,for women, - fruity - sweet - white floral - floral - woody - tropical - fresh - musky, 37.1981%, 34.2995%, 28.5024%, 25.4545%, 100%, 1.81818%, 34.5455%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Anna Blumarine for women,for women, - fruity - floral - fresh - rose - sweet - powdery - musky - woody, 44.1177%, 26.8627%, 29.0196%, 31.8548%, 100%, 12.9032%, 24.1935%, 1.6129%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Early Morning Brocard for women,for women, - citrus - fresh - green - warm spicy - fruity - aromatic - rose, 62.2523%, 23.0631%, 14.6847%, 32.1608%, 100%, 16.5829%, 13.0653%, 1.00503%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Morning Dew Brocard for women and men,for women and men, - citrus - warm spicy - floral - green - musky - rose - fresh - powdery - fresh spicy, 62.2727%, 20%, 17.7273%, 17.5%, 100%, 27.5%, 17.5%, 5%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
CK One Reflections Calvin Klein for women and men,for women and men, - fresh - citrus - musky - green - woody - powdery - warm spicy - aquatic - aromatic, 49.5157%, 4.84262%, 45.6416%, 100%, 91.6667%, 41.6667%, 9.25926%, 9.25926%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Run Wild Davidoff for men,for men, - warm spicy - aromatic - fresh spicy - lavender - cinnamon - fresh - woody - vanilla - sweet - conifer, 48.5185%, 12.2222%, 39.2593%, 56.0284%, 100%, 27.6596%, 32.6241%, 4.96454%,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Kyoto Diptyque for women and men,for women and men, - rose - earthy - woody - aromatic - amber - smoky - balsamic - floral - warm spicy - green, 31.5111%, 6.14251%, 62.3464%, 100%, 76.0234%, 29.8246%, 27.4854%, 10.5263%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Dolce Blue Jasmine Dolce&Gabbana for women,for women, - white floral - woody - fruity - sweet - floral, 13.9053%, 0.591716%, 85.503%, 38.8889%, 100%, 55.5556%, 27.7778%, 11.1111%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Cocktail Lane ÉDIT(h) for women and men,for women and men, - aquatic - fresh spicy - fresh - woody - aromatic - warm spicy - green - musky - citrus - powdery, 9.45946%, 0%, 90.5405%, 100%, 0%, 33.3333%, 0%, 0%,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Jardin des Mots ÉDIT(h) for women and men,for women and men, - white floral - citrus - green - fresh - woody - aromatic - rose - mossy - musky - floral, 22.7273%, 0%, 77.2727%, 100%, 20%, 0%, 0%, 0%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chiffon Sorbet Eau de Toilette Escada for women,for women, - fruity - woody - sweet - powdery - musky - animalic - floral - amber, 27.6423%, 1.62602%, 70.7317%, 100%, 66.6667%, 75%, 8.33333%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Show Me Love Escada for women,for women, - sweet - fruity - almond - vanilla, 44.0406%, 5.32544%, 50.634%, 49.1379%, 100%, 31.8966%, 18.9655%, 10.3448%,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Puro Algodão Eudora for women,for women, - white floral - musky - powdery - animalic, 54.1667%, 26.3889%, 19.4444%, 100%, 36.3636%, 45.4545%, 9.09091%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
S. Excès Femme Eudora for women,for women, - oud - iris - powdery - violet - earthy, 20.3125%, 23.4375%, 56.25%, 100%, 50%, 0%, 31.8182%, 0%,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Ferrari Red Power Intense Ferrari for men,for men, - amber - fresh spicy - warm spicy - oud - iris - ozonic - lavender - powdery - woody - aquatic, 49.2537%, 23.8806%, 26.8657%, 51.8519%, 100%, 25.9259%, 40.7407%, 3.7037%,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
Leather Essence Ferrari for men,for men, - warm spicy - woody - leather - vanilla - cinnamon - animalic - citrus - smoky - patchouli, 45.1786%, 17.2619%, 37.5595%, 100%, 97.6%, 8%, 17.6%, 0.4%,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
Red Power Ferrari for men,for men, - aromatic - fresh spicy - citrus - woody - warm spicy - lavender - musky - soft spicy - sweet - herbal, 46.0465%, 29.3023%, 24.6512%, 31.5068%, 100%, 4.10959%, 26.0274%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Red Power Ice 3 Ferrari for men,for men, - citrus - aromatic - fresh spicy - aquatic - fresh - powdery - soft spicy - green, 58.6667%, 14.6667%, 26.6667%, 100%, 97.9592%, 8.16327%, 8.16327%, 6.12245%,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Immortelle Tribal Givenchy for women and men,for women and men, - herbal - warm spicy - woody - sweet - green - powdery - fresh - tobacco - leather, 31.0476%, 12.5714%, 56.381%, 100%, 88.3117%, 9.09091%, 28.5714%, 0%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Iceberg Since 1974 for Her Iceberg for women,for women, - citrus - fresh spicy - aromatic - green - fresh - warm spicy - musky - soft spicy, 49.7942%, 18.5185%, 31.6872%, 40.3509%, 100%, 14.0351%, 26.3158%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Iceberg Since 1974 for Him Iceberg for men,for men, - woody - warm spicy - fresh spicy - aromatic - fruity - lavender - amber - patchouli - citrus - musky, 50.4132%, 21.4876%, 28.0992%, 95.2381%, 100%, 23.8095%, 19.0476%, 4.7619%,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Iceberg White Iceberg for women,for women, - citrus - fruity - sweet - floral - fresh - woody - aromatic - fresh spicy - powdery - rose, 35.8247%, 34.5361%, 29.6392%, 27.027%, 100%, 9.00901%, 58.5586%, 0.900901%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Tender White Iceberg for women,for women, - floral - sweet - rose - powdery - fruity - musky - iris - fresh - vanilla - citrus, 34.106%, 30.7947%, 35.0993%, 18.0328%, 100%, 18.0328%, 37.7049%, 0%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Bloomastral J.U.S Parfums for women and men,for women and men, - white floral - floral - woody - fruity - powdery, 26.25%, 5%, 68.75%, 83.3333%, 100%, 25%, 8.33333%, 41.6667%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Gingerlise J.U.S Parfums for women and men,for women and men, - citrus - fresh - aromatic - warm spicy - fresh spicy - green - musky - herbal, 22.3958%, 7.29167%, 70.3125%, 80%, 100%, 44%, 12%, 32%,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
Noiressence J.U.S Parfums for women and men,for women and men, - citrus - leather - iris - fresh spicy - fresh - animalic - white floral - aromatic - woody - powdery, 24.4444%, 11.1111%, 64.4444%, 44.4444%, 100%, 48.1481%, 11.1111%, 18.5185%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Club 75 VIP Jacques Bogart for men,for men, - warm spicy - woody - aromatic - citrus - fresh spicy - green - powdery - cinnamon - leather - lavender, 21.9178%, 2.73973%, 75.3425%, 57.1429%, 100%, 28.5714%, 0%, 0%,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Sun Parfum Jil Sander for women,for women, - sweet - yellow floral - honey - vanilla - woody - amber - floral - aromatic, 24.7748%, 6.30631%, 68.9189%, 40%, 100%, 20%, 30%, 0%,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Bois de Cyprès Karl Lagerfeld for men,for men, - aromatic - woody - citrus - fresh spicy - green, 47.7987%, 5.03145%, 47.1698%, 55.1724%, 100%, 41.3793%, 10.3448%, 0%,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Tonka Blanc L'Artisan Parfumeur for women and men,for women and men, - citrus - vanilla - sweet - amber - aromatic, 16.5803%, 5.18135%, 78.2383%, 44%, 100%, 48%, 44%, 12%,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Combustion 1978 LabSolue for women and men,for women and men, - woody - amber - musky - sweet - warm spicy - powdery, 25%, 0%, 75%, 100%, 0%, 0%, 0%, 0%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Blue Orchid Lanvin for women,for women, - powdery - iris - musky - citrus - fruity - fresh - violet - sweet - floral - earthy, 50.289%, 14.0173%, 35.6936%, 39.2593%, 100%, 34.8148%, 19.2593%, 2.22222%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Solo Soprani Smile Luciano Soprani for women,for women, - woody - fruity - citrus - floral - rose - powdery - sweet - aromatic - fresh spicy - amber, 39.2857%, 16.6667%, 44.0476%, 31.25%, 100%, 18.75%, 12.5%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Luisa Luisa Spagnoli for women,for women, - citrus - woody - white floral - rose - aromatic - powdery - patchouli - musky - warm spicy - fresh spicy, 46.6667%, 15.5556%, 37.7778%, 60%, 100%, 13.3333%, 40%, 0%,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Matcha Meditation Maison Martin Margiela for women and men,for women and men, - white floral - green - sweet - citrus - fresh - fresh spicy - aromatic - chocolate - woody - powdery, 42.1262%, 8.84774%, 49.0261%, 100%, 92.8661%, 49.9374%, 32.2904%, 8.76095%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Vida Loca For Her Mandarina Duck for women,for women, - citrus - vanilla - powdery, 64.7059%, 5.88235%, 29.4118%, 35.7143%, 100%, 32.1429%, 17.8571%, 0%,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Private Club for Men Mauboussin for men,for men, - warm spicy - fresh spicy - cinnamon - aromatic - amber - fruity - patchouli - citrus, 50.2801%, 14.0056%, 35.7143%, 100%, 89.7959%, 23.4694%, 22.449%, 5.10204%,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
Grand Master Mind Games for women and men,for women and men, - amber - warm spicy - rose - woody - floral - smoky - coffee - balsamic - fruity, 28.6996%, 3.43797%, 67.8625%, 100%, 44.4444%, 18.5185%, 6.17284%, 7.40741%,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
Eau Cuivrée Montana for women and men,for women and men, - sweet - vanilla - woody - patchouli - citrus - powdery - white floral - floral - aromatic - warm spicy, 50.7463%, 11.9403%, 37.3134%, 50%, 100%, 10%, 20%, 0%,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Spicy Rose NafNaf for women,for women, - rose - musky - fruity - floral - fresh - tropical - fresh spicy - powdery - woody - amber, 11.1111%, 18.5185%, 70.3704%, 100%, 66.6667%, 33.3333%, 66.6667%, 0%,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Dark Matcha Neo Cologne for women and men,for women and men, - fruity - citrus - sweet - aromatic - fresh spicy - woody - warm spicy, 9.43396%, 1.88679%, 88.6792%, 33.3333%, 100%, 0%, 0%, 33.3333%,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Floratta Cerejeira em Pétalas O Boticário for women,for women, - fruity - woody - fresh - sweet - white floral - soft spicy - aquatic - vanilla - powdery - warm spicy, 31.0277%, 59.0909%, 9.88142%, 75.5319%, 100%, 6.38298%, 48.9362%, 1.06383%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Amazing Paradise Oriflame for women,for women, - fruity - white floral - tropical - ozonic - citrus - musky - fresh - aquatic - floral - sweet, 43.9175%, 29.8969%, 26.1856%, 40.678%, 100%, 12.7119%, 44.0678%, 0.847458%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Athena Bright Breeze Oriflame for women,for women, - marine - aromatic - citrus - powdery - floral - fruity - white floral - musky - salty - fresh spicy, 49.1124%, 32.5444%, 18.3432%, 22%, 100%, 10%, 24%, 2%,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Eclat Blanc Oriflame for women,for women, - citrus - sweet - musky - fruity - amber - white floral - powdery - vanilla - rose - soft spicy, 65.0558%, 14.4981%, 20.4461%, 36.5385%, 100%, 25%, 9.61539%, 0%,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Eclat Toujours Oriflame for men,for men, - citrus - aromatic - green - lavender - fresh spicy - leather - iris - powdery - amber - animalic, 52.5641%, 24.359%, 23.0769%, 41.1765%, 100%, 17.6471%, 58.8235%, 11.7647%,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Giordani Gold Woman Eau de Parfum Oriflame for women,for women, - white floral - citrus - musky - earthy - mossy - patchouli, 67.2515%, 11.6959%, 21.0526%, 35.2941%, 100%, 20.5882%, 5.88235%, 0%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Glacier Rock Oriflame for men,for men, - citrus - fresh - fresh spicy, 58.4906%, 24.5283%, 16.9811%, 13.7931%, 100%, 20.6897%, 27.5862%, 10.3448%,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Grace Oriflame for women,for women, - powdery - violet - warm spicy - floral - white floral - musky - woody - fresh spicy - aromatic - vanilla, 28.3697%, 52.76%, 18.8703%, 37.2385%, 100%, 6.27615%, 33.0544%, 0%,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
M by Marcel Marongiu Oriflame for women,for women, - amber - rose - sweet - smoky - warm spicy - patchouli - balsamic - leather - powdery - woody, 44.0476%, 27.8196%, 28.1328%, 82.3529%, 100%, 2.30179%, 39.6419%, 0.511509%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Signature Zoom Oriflame for men,for men, - citrus - leather - smoky - woody - patchouli - warm spicy - earthy - fruity, 40.678%, 38.9831%, 20.339%, 91.6667%, 91.6667%, 16.6667%, 100%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
